"track_artist","track_popularity","playlist_genre","playlist_subgenre","release_date","duration_min","danceability","energy","loudness","speechiness","acousticness","liveness","tempo"
"Taylor Swift",68,"edm","pop edm","2014-10-27",3.65333333333333,0.648,0.785,-5.414,0.165,0.0561,0.148,160.02
"Robin Thicke",0,"r&b","neo soul","2006-01-01",4.47911666666667,0.896,0.141,-17.745,0.0756,0.847,0.117,110.038
"MiyaGi",52,"rap","gangster rap","2018-05-25",3.55655,0.679,0.694,-7.874,0.257,0.71,0.136,149.911
"Crowded House",23,"rock","album rock",NA,3.94888333333333,0.439,0.422,-17.227,0.0409,0.0148,0.0697,81.833
"Tujamo",56,"edm","progressive electro house","2019-06-21",2.61863333333333,0.811,0.948,-4.138,0.0988,0.0108,0.341,124.98
"The Score",65,"pop","indie poptimism","2019-02-01",3.31066666666667,0.609,0.726,-3.947,0.108,0.00252,0.0745,79.967
"Icarus",48,"pop","dance pop","2019-10-04",4.86308333333333,0.57,0.965,-4.881,0.0348,0.00108,0.201,123.008
"Ross Lynch",64,"pop","post-teen pop","2013-01-01",3.26221666666667,0.585,0.911,-4.623,0.119,0.0263,0.112,163.933
"Minty Burns",34,"r&b","hip pop","2018-12-25",4.67156666666667,0.797,0.66,-5.802,0.0924,0.0697,0.133,120.007
"Ricky Skaggs",36,"r&b","hip pop","2007-03-20",4.072,0.515,0.851,-4.213,0.0333,0.476,0.128,148.232
"Majical Cloudz",53,"pop","dance pop","2015-10-16",4.15105,0.382,0.283,-9.357,0.0292,0.786,0.111,95.3
"Jonas Blue",74,"pop","dance pop","2018-11-09",3.0689,0.738,0.794,-4.118,0.0416,0.101,0.0533,104.014
"Jill Scott",42,"r&b","neo soul","2000-07-18",3.94155,0.738,0.408,-11.257,0.116,0.143,0.11,136.014
"BJ The Chicago Kid",49,"r&b","neo soul","2017-02-13",3.01906666666667,0.688,0.611,-7.213,0.0809,0.337,0.112,109.962
"Jermaine Dupri",54,"rap","hip hop","2001-10-30",3.34733333333333,0.751,0.786,-7.441,0.383,0.0126,0.107,95.989
"Kings of Leon",56,"rock","permanent wave","2008-09-23",5.12421666666667,0.705,0.643,-6.556,0.0276,0.115,0.111,99.198
"2STRANGE",45,"r&b","hip pop","2019-11-08",3.31035,0.449,0.598,-4.92,0.269,0.375,0.105,48.981
"Stone Forte",23,"edm","electro house","2019-12-06",3.94666666666667,0.641,0.734,-8.714,0.0436,0.00222,0.0966,150.024
"Night Tempo",29,"r&b","neo soul","2017-04-20",3.75,0.709,0.947,-4.525,0.445,0.0515,0.326,120.115
"Whitesnake",5,"rock","hard rock",NA,4.74333333333333,0.333,0.79,-6.802,0.0386,0.109,0.115,180.356
"Katy Perry",77,"edm","pop edm","2013-01-01",3.72576666666667,0.554,0.772,-4.821,0.0418,0.00487,0.354,179.984
"Rick Ross",0,"rap","southern hip hop","2015-12-04",7.62245,0.677,0.713,-4.108,0.148,0.105,0.0867,87.489
"Within The Grey",20,"rock","hard rock","2019-03-08",3.17021666666667,0.503,0.915,-6.387,0.036,0.000216,0.0635,94.992
"Jody Watley",25,"r&b","new jack swing","2000-01-01",4.27511666666667,0.583,0.686,-8.834,0.0304,0.336,0.299,164.019
"Oatmello",56,"rap","hip hop","2019-06-21",1.55555,0.738,0.45,-12.838,0.0634,0.429,0.108,144.325
"keshi",65,"r&b","neo soul","2019-07-16",2.54133333333333,0.719,0.265,-12.782,0.0754,0.296,0.108,80.021
"Lisa Gey",33,"rock","hard rock","2013-07-20",4.09688333333333,0.557,0.554,-7.428,0.0358,0.469,0.534,133.904
"Phil Oakey",62,"rock","permanent wave","2003-01-01",3.87778333333333,0.705,0.524,-14.051,0.026,0.236,0.0767,129.847
"Demi Lovato",53,"pop","post-teen pop","2010-01-01",2.97,0.356,0.611,-5.312,0.0357,0.0892,0.178,129.385
"Don Omar",12,"latin","reggaeton","2004-01-01",4.208,0.748,0.763,-6.995,0.0517,0.453,0.0877,91.979
"D4L",68,"rap","hip hop","2005-11-08",3.73755,0.891,0.439,-7.994,0.428,0.0351,0.0932,77.499
"Capital Cities",77,"edm","pop edm",NA,3.21316666666667,0.655,0.819,-4.852,0.0316,0.000176,0.104,117.956
"The Duhks",28,"r&b","hip pop",NA,3.42288333333333,0.533,0.388,-10.334,0.104,0.575,0.248,137.852
"Juanes",51,"latin","latin pop","2005-01-01",3.62578333333333,0.611,0.697,-4.939,0.0302,0.0523,0.179,85.007
"Rappin' 4-Tay",52,"rap","southern hip hop","1994-01-01",4.43888333333333,0.868,0.372,-12.704,0.177,0.0103,0.076,99.965
"Far East Movement",40,"pop","indie poptimism","2016-07-22",3.55833333333333,0.543,0.78,-5.726,0.102,0.0124,0.171,84.012
"Patti LaBelle",51,"r&b","urban contemporary","1986-01-01",4.84733333333333,0.62,0.402,-12.964,0.0264,0.337,0.312,92.093
"The Kooks",33,"latin","latin pop","2006-01-30",3.02821666666667,0.53,0.598,-7.178,0.0516,0.874,0.114,74.652
"Mauricio Figueiral",6,"r&b","urban contemporary",NA,3.57968333333333,0.824,0.683,-4.361,0.0322,0.165,0.784,134.976
"Destiny's Child",61,"r&b","hip pop","2001-01-01",3.69378333333333,0.517,0.598,-3.751,0.263,0.388,0.183,96.933
"Fort Minor",58,"rap","gangster rap","2005-11-21",3.84155,0.688,0.835,-4.162,0.0911,0.0583,0.0795,84.858
"MC Gkimpakos",19,"latin","latin hip hop","2015-05-30",1.83205,0.515,0.842,-1.828,0.381,0.304,0.302,158.658
"The Claypool Lennon Delirium",28,"rock","permanent wave","2019-02-22",3.46178333333333,0.491,0.748,-2.981,0.0362,0.00253,0.107,152.974
"Shawn Mendes",93,"latin","latin pop","2019-06-21",3.18266666666667,0.759,0.54,-6.039,0.0287,0.037,0.0945,116.947
"Gryffin",70,"edm","pop edm","2018-08-03",3.63826666666667,0.548,0.839,-2.371,0.0644,0.135,0.102,98.932
"Fifth Harmony",66,"pop","indie poptimism","2016-05-27",3.50955,0.689,0.791,-5.194,0.053,0.023,0.0526,95.04
"The Beatles",68,"rock","hard rock","1973-04-02",3.42155,0.407,0.834,-9.224,0.208,0.0734,0.241,121.38
"Karavelo",48,"rap","hip hop","2018-08-15",2.79478333333333,0.644,0.318,-14.637,0.0973,0.786,0.128,89.31
"Té de Brujas",33,"rock","hard rock","2018-10-24",4.93853333333333,0.694,0.739,-4.082,0.0378,0.175,0.141,111.943
"オメガトライブ",21,"rock","album rock","1985-07-01",4.654,0.578,0.667,-6.586,0.0345,0.414,0.0652,76.518
"Alice Cooper",59,"rock","classic rock",NA,4.49333333333333,0.3,0.894,-7.786,0.109,0.0515,0.125,118.631
"The Sam Willows",32,"edm","pop edm","2017-05-05",3.12368333333333,0.679,0.572,-6.85,0.0276,0.184,0.06,95.001
"Childish Gambino",18,"r&b","urban contemporary","2016-12-02",5.44888333333333,0.745,0.356,-10.425,0.0941,0.172,0.123,160.033
"Jax Jones",62,"pop","indie poptimism","2019-07-12",2.66255,0.906,0.832,-3.004,0.0718,0.0909,0.152,104.03
"Christopher Williams",32,"r&b","new jack swing","1992-01-01",4.76445,0.666,0.639,-8.014,0.05,0.0606,0.0645,98.196
"The Cars",5,"pop","electropop","2002-03-11",3.90666666666667,0.424,0.86,-4.29,0.0342,0.0196,0.306,111.497
"Steve Aoki",65,"edm","progressive electro house","2019-10-04",3.04451666666667,0.646,0.979,-5.312,0.101,0.0199,0.38,124.066
"Surface",50,"r&b","new jack swing",NA,4.916,0.632,0.356,-10.811,0.0309,0.523,0.0961,131.28
"Tritonal",57,"edm","progressive electro house","2019-09-27",4.40625,0.504,0.87,-4.828,0.0449,0.0164,0.125,127.997
"Lauv",84,"pop","indie poptimism","2019-08-02",3.31621666666667,0.806,0.558,-6.46,0.0683,0.482,0.0618,95.016
"Natti Natasha",5,"latin","latin hip hop","2018-12-02",3.28821666666667,0.853,0.699,-4.282,0.0473,0.0719,0.0684,96.013
"Giorgio Gee",35,"edm","big room","2019-11-01",3.11683333333333,0.696,0.906,-5.192,0.065,0.0198,0.375,126.078
"Plan B",4,"latin","reggaeton","2010-07-20",3.176,0.841,0.783,-4.915,0.0432,0.106,0.0528,94.989
"Lykke Li",62,"pop","dance pop",NA,3.80778333333333,0.599,0.533,-14.032,0.0472,0.475,0.235,122.262
"Jack Ü",65,"rap","southern hip hop","2015-02-24",4.03448333333333,0.502,0.777,-4.627,0.0934,0.117,0.0957,174.153
"Blasterjaxx",41,"edm","electro house","2014-01-06",3.05111666666667,0.671,0.689,-6.613,0.044,0.00639,0.212,128.001
"Logic",64,"rap","hip hop","2014-10-21",3.638,0.807,0.693,-5.056,0.0481,0.0504,0.0762,127.035
"Timex Social Club",0,"r&b","new jack swing","2014-10-31",4.80888333333333,0.873,0.754,-6.286,0.0496,0.0377,0.053,106.33
"Alive City",54,"pop","dance pop","2019-08-15",3.35068333333333,0.338,0.598,-6.228,0.107,0.104,0.251,84.011
"Linear",49,"latin","latin hip hop","2005-02-08",3.90111666666667,0.703,0.517,-13.644,0.0529,0.000407,0.0963,104.833
"Frank Ocean",55,"r&b","neo soul","2012-01-01",3.068,0.394,0.433,-13.473,0.374,0.485,0.817,118.988
"Reinier Zonneveld",8,"edm","progressive electro house","2017-12-15",8.22298333333333,0.763,0.688,-7.041,0.0426,0.0142,0.0932,124.988
"The Chainsmokers",64,"edm","electro house","2016-05-27",3.64888333333333,0.428,0.656,-3.712,0.075,0.0751,0.15,79.648
"Sidhu Moose Wala",57,"rap","hip hop","2018-08-05",2.62528333333333,0.612,0.829,-4.225,0.0583,0.0606,0.38,94.961
"Black Sabbath",0,"rock","hard rock","1973-12-01",5.0117,0.507,0.56,-12.446,0.0365,0.149,0.283,130.061
"Portugal. The Man",64,"r&b","hip pop","2017-06-16",4.11311666666667,0.546,0.583,-7.317,0.0348,0.002,0.115,128.017
"Sundell",46,"latin","tropical","2019-08-09",2.50008333333333,0.734,0.692,-8.375,0.0672,0.0797,0.103,128.05
"The Who",41,"rock","classic rock","2019-11-22",3.91066666666667,0.49,0.901,-3.466,0.0419,0.0326,0.136,132.953
"The Midnight",48,"pop","indie poptimism","2015-11-28",5.8481,0.552,0.647,-9.247,0.035,0.0581,0.0949,157.945
"Nacho",5,"latin","reggaeton","2017-04-14",3.45333333333333,0.817,0.869,-4.791,0.18,0.163,0.0497,96.029
"Firefall",15,"rock","album rock","2009-02-26",3.80888333333333,0.584,0.883,-6.908,0.0307,0.0114,0.994,120.953
"BTS",65,"pop","dance pop","2017-11-24",3.97876666666667,0.613,0.842,-4.332,0.219,0.0157,0.23,169.917
"Jennifer Lopez",68,"pop","post-teen pop","2011-01-01",4.74778333333333,0.73,0.777,-5.194,0.0496,0.105,0.0691,130
"Femina",52,"latin","tropical","2014-10-20",3.56645,0.761,0.563,-10.867,0.0525,0.634,0.117,107
"Van Halen",78,"rock","classic rock","1984-01-04",4.02666666666667,0.572,0.835,-6.219,0.0317,0.171,0.0702,129.994
"G-Eazy",64,"r&b","urban contemporary","2019-10-18",2.72311666666667,0.777,0.851,-3.801,0.0844,0.00769,0.14,100.038
"Pitbull",77,"pop","indie poptimism","2014-11-21",3.82266666666667,0.72,0.802,-5.797,0.0582,0.0921,0.694,124.043
"SWV",19,"r&b","new jack swing","2001-11-06",5.20378333333333,0.623,0.722,-8.492,0.0501,0.0211,0.171,166.046
"Pitizion",46,"latin","latin pop","2019-11-29",3.246,0.65,0.722,-4.453,0.308,0.466,0.123,91.776
"Jorja Smith",67,"r&b","urban contemporary","2018-06-08",3.84883333333333,0.512,0.184,-8.812,0.0587,0.866,0.284,85.82
"Jack Wins",62,"edm","progressive electro house","2018-10-19",2.94181666666667,0.633,0.842,-4.261,0.0566,0.0101,0.166,124.008
"Klaas",56,"edm","progressive electro house","2018-05-04",3.38095,0.676,0.863,-5.437,0.0606,0.0136,0.515,125.975
"Jedi Mind Tricks",19,"latin","latin hip hop","2018-06-01",3.65111666666667,0.591,0.931,-3.708,0.331,0.0347,0.0732,169.894
"Shaun Frank",31,"edm","progressive electro house","2019-11-08",4.41463333333333,0.803,0.913,-6.206,0.058,2.47e-05,0.0729,123.002
"Lil Keke",27,"rap","southern hip hop",NA,4.27111666666667,0.773,0.572,-8.395,0.233,0.0217,0.278,82.02
"Avicii",25,"edm","big room","2013-01-01",4.12378333333333,0.532,0.783,-5.697,0.0523,0.0038,0.161,124.08
"Proper Dos",20,"latin","latin hip hop","2003-01-01",4.05466666666667,0.839,0.913,-5.329,0.166,0.264,0.0559,115.585
"Ljung",45,"latin","tropical","2019-12-06",3.54066666666667,0.735,0.567,-8.211,0.0382,0.285,0.145,107.983
"Frank Ocean",75,"r&b","hip pop","2012-01-01",3.34578333333333,0.721,0.339,-11.195,0.0532,0.409,0.0973,129.83
"Jill Scott",52,"r&b","neo soul","2000-07-18",4.76245,0.648,0.3,-14.74,0.0498,0.623,0.125,99.989
"Funky XV",31,"edm","pop edm","2019-08-16",3.80265,0.744,0.619,-7.346,0.0676,0.0575,0.129,111.983
"Don McLean",71,"rock","album rock","1988-01-01",8.59778333333333,0.527,0.509,-10.893,0.0628,0.6,0.144,138.317
"Stevie Nicks",61,"rock","album rock","2016-11-04",5.49021666666667,0.591,0.804,-7.299,0.0454,0.327,0.0818,111.457
"Agnes Obel",60,"pop","indie poptimism","2016-10-21",3.93315,0.554,0.414,-12.288,0.0313,0.921,0.108,137.355
"Justin Bieber",95,"latin","latin hip hop","2020-01-03",3.50711666666667,0.662,0.519,-6.554,0.106,0.404,0.121,145.841
"Halsey",33,"edm","pop edm","2017-09-15",3.07856666666667,0.616,0.715,-4.711,0.0494,0.00501,0.178,104.961
"Niconé",15,"edm","progressive electro house","2018-02-23",6.28951666666667,0.715,0.906,-9.55,0.0531,0.00322,0.0834,122.989
"The Beatles",39,"rock","classic rock","1988-03-07",7.16555,0.399,0.573,-9.44,0.0253,0.0293,0.0914,147.114
"Ummet Ozcan",37,"edm","big room","2019-01-28",3.02948333333333,0.233,0.923,-3.701,0.0457,0.00834,0.291,102.011
"MR TOUT LE MONDE",44,"edm","electro house","2019-09-13",4.38355,0.718,0.489,-12.67,0.0413,0.568,0.166,120.017
"Deitrick Haddon",17,"r&b","urban contemporary","2011-01-21",3.88621666666667,0.951,0.606,-5.999,0.0542,0.0288,0.0753,119.999
"Tina Turner",66,"r&b","urban contemporary",NA,5.45666666666667,0.397,0.499,-10.972,0.0685,0.0766,0.111,171.067
"Ed Sheeran",53,"pop","dance pop","2018-06-01",3.6,0.684,0.823,-4.881,0.0296,0.00576,0.201,117.993
"Nick Jonas & The Administration",49,"pop","post-teen pop","2010-02-02",4.09288333333333,0.636,0.763,-5.588,0.035,0.0773,0.174,107.256
"OutKast",48,"rap","southern hip hop","1998-09-29",3.25178333333333,0.93,0.815,-4.801,0.295,0.221,0.0584,107.645
"Jay Sean",51,"latin","latin hip hop","2009-01-01",3.01311666666667,0.712,0.573,-5.803,0.15,0.291,0.403,92.974
"DubVision",0,"edm","progressive electro house","2014-10-06",5.92126666666667,0.685,0.756,-5.824,0.0705,0.0411,0.127,126.999
"Tyrese",60,"r&b","new jack swing","2002-12-01",4.91155,0.733,0.521,-3.657,0.0457,0.107,0.0692,112.913
"Kid Francescoli",67,"edm","electro house","2017-03-03",6.51065,0.663,0.658,-10.001,0.0345,0.295,0.102,117.986
"AC/DC",70,"rock","classic rock","1976-05-14",5.02045,0.456,0.863,-3.551,0.0894,0.133,0.0553,135.966
"Bryan Ferry",15,"pop","electropop",NA,4.93221666666667,0.549,0.502,-7.264,0.0263,0.727,0.371,108.839
"Khalid",78,"r&b","urban contemporary","2018-04-20",4.38356666666667,0.652,0.678,-6.183,0.0541,0.183,0.106,72.989
"Cheat Codes",7,"latin","tropical","2016-02-05",3.80601666666667,0.51,0.692,-5.825,0.171,0.00451,0.138,102.42
"NF",78,"rap","hip hop","2019-12-03",3.5274,0.812,0.784,-4.208,0.248,0.136,0.109,145.995
"Miguel Rios",0,"rock","album rock","2005-01-01",3.42245,0.495,0.946,-8.804,0.0613,0.022,0.835,111.666
"Mýa",58,"r&b","urban contemporary","1998-01-01",4.41555,0.812,0.501,-6.838,0.084,0.209,0.174,137.039
"Julian Jordan",35,"edm","electro house","2018-11-16",3.40816666666667,0.727,0.962,-3.633,0.0508,0.000465,0.0638,128.031
"Scorpion",36,"latin","latin hip hop","2017-06-19",3.39156666666667,0.933,0.828,-4.021,0.127,0.0186,0.0675,105.01
"Sam Smith",91,"pop","post-teen pop","2019-07-19",3.37008333333333,0.477,0.682,-4.931,0.0925,0.153,0.0763,110.567
"Katy Perry",35,"edm","pop edm","2019-07-26",3.14285,0.68,0.882,-2.891,0.0647,0.0854,0.155,125.956
"In Flames",44,"rock","hard rock","2016-11-11",3.97485,0.49,0.972,-4.518,0.111,0.000188,0.368,95.012
"Maroon 5",80,"pop","electropop",NA,4.32421666666667,0.651,0.663,-5.569,0.0281,0.228,0.0994,102
"updog",46,"pop","electropop","2019-08-02",2.97931666666667,0.591,0.779,-7.372,0.0576,0.0961,0.0868,145.027
"BANKS",0,"pop","indie poptimism","2016-09-30",3.168,0.471,0.592,-6.685,0.0308,0.0345,0.207,75.939
"2Pac",75,"rap","southern hip hop","1996-02-13",5.12955,0.873,0.719,-5.948,0.248,0.03,0.333,93.281
"K CAMP",79,"rap","southern hip hop","2019-06-21",2.84911666666667,0.915,0.556,-8.601,0.216,0.0145,0.0733,148.964
"Janelle Monáe",30,"pop","electropop","2008-08-12",1.58355,0.326,0.0879,-25.361,0.0417,0.938,0.0935,120.554
"Afro Bros",41,"latin","latin hip hop","2018-11-02",3.53195,0.787,0.836,-5.083,0.0395,0.0175,0.0875,100.02
"Guns N' Roses",3,"rock","album rock","1993-01-01",5.09666666666667,0.315,0.946,-4.151,0.0646,0.000147,0.334,119.207
"Madiel Lara",38,"latin","latin hip hop","2016-07-28",4.08816666666667,0.679,0.587,-8.974,0.0624,0.313,0.0952,149.011
"8Ball & MJG",40,"rap","southern hip hop","2015-03-03",5.89755,0.856,0.5,-10.697,0.285,0.00458,0.0915,155.863
"Sisters of Mercy",9,"pop","electropop",NA,5.71888333333333,0.486,0.556,-12.218,0.0292,0.00063,0.292,133.473
"The Smiths",61,"rock","permanent wave",NA,3.596,0.609,0.759,-4.862,0.0276,0.028,0.183,114.045
"Faustix",62,"pop","dance pop","2019-07-26",3.03601666666667,0.639,0.705,-5.039,0.049,0.045,0.425,124.957
"UFO",0,"rock","hard rock","2014-02-21",4.20755,0.298,0.799,-6.962,0.0464,0.000168,0.496,143.072
"VASSY",25,"edm","electro house","2018-07-20",2.85715,0.61,0.645,-5.737,0.0648,0.307,0.198,126.077
"Stan Kolev",23,"edm","progressive electro house","2018-04-05",7.65926666666667,0.666,0.791,-8.449,0.0487,0.00208,0.107,122.997
"Miley Cyrus",72,"pop","post-teen pop","2009-01-01",3.90866666666667,0.336,0.602,-6.354,0.0325,0.0635,0.141,161.01
"J. Cole",82,"rap","hip hop","2014-12-09",4.88311666666667,0.696,0.521,-8.465,0.332,0.302,0.0565,100
"Jonah Baker",54,"pop","indie poptimism","2020-01-03",2.99953333333333,0.643,0.292,-9.985,0.0467,0.852,0.0679,97.807
"Krys Talk",46,"latin","tropical","2014-09-10",3.78666666666667,0.486,0.523,-5.842,0.0402,0.442,0.105,150.015
"Georgia Anne Muldrow",35,"r&b","neo soul","2015-05-19",3.0678,0.604,0.814,-5.998,0.343,0.327,0.318,92.044
"Tyler, The Creator",63,"r&b","urban contemporary","2017-07-21",3.73245,0.423,0.456,-8.45,0.0579,0.381,0.12,112.984
"Tiësto",13,"edm","progressive electro house","2018-10-26",2.51613333333333,0.714,0.828,-4.663,0.0598,0.00514,0.32,124.034
"Gregor Salto",35,"edm","progressive electro house","2014-03-28",4.02075,0.744,0.831,-4.022,0.0507,0.00474,0.128,128.025
"AJ x Deno",67,"rap","hip hop","2018-05-03",3.8007,0.743,0.651,-4.452,0.176,0.0316,0.0942,137.184
"VIZE",52,"edm","pop edm","2018-07-25",3.30158333333333,0.758,0.76,-5.79,0.0427,0.0208,0.0839,126.059
"YoSoyMatt",26,"latin","tropical","2019-05-31",3.7117,0.664,0.27,-19.525,0.0774,0.77,0.0947,180.058
"Ed Sheeran",84,"r&b","neo soul","2019-07-12",3.66578333333333,0.798,0.675,-5.041,0.0442,0.0912,0.0894,101.956
"Loote",67,"pop","indie poptimism","2018-06-15",3.28578333333333,0.781,0.742,-4.978,0.0296,0.0649,0.293,109.915
"Sam Feldt",5,"latin","tropical","2017-11-24",3.00418333333333,0.748,0.742,-5.581,0.0284,0.0273,0.206,119.966
"Marc Anthony",64,"latin","tropical","2019-05-10",4.02933333333333,0.714,0.891,-4.223,0.0344,0.608,0.288,97.073
"Yarmak",25,"rap","gangster rap","2018-10-20",3.72671666666667,0.864,0.507,-10.726,0.209,0.224,0.0942,116.978
"MVCA",38,"latin","tropical","2019-12-06",3.15235,0.637,0.698,-5.713,0.0657,0.332,0.113,121.992
"RAF Camora",74,"rap","hip hop","2019-11-01",3.33125,0.658,0.73,-6.002,0.252,0.448,0.193,88.894
"Westside Connection",42,"rap","gangster rap","1996-01-01",4.29155,0.886,0.824,-8.803,0.295,0.0128,0.106,93.003
"Larry Smith",40,"pop","indie poptimism","2020-01-01",2.29268333333333,0.553,0.578,-7.745,0.304,0.0363,0.4,85.951
"DVBBS",24,"edm","pop edm","2019-08-16",3.65868333333333,0.714,0.705,-6.479,0.0995,0.292,0.126,114.994
"Van Halen",2,"rock","classic rock",NA,3.16111666666667,0.526,0.891,-4.508,0.0732,0.0672,0.0472,129.001
"San Holo",68,"pop","electropop","2017-02-10",3.99755,0.57,0.763,-4.137,0.0573,0.0857,0.0932,150.088
"Noah Neiman",48,"pop","indie poptimism","2020-01-08",2.84,0.496,0.797,-5.579,0.184,0.11,0.25,150.071
"Corinne Bailey Rae",63,"r&b","neo soul","2006-01-01",4.05355,0.605,0.226,-10.617,0.0347,0.715,0.35,122.713
"Stephanie Mills",8,"r&b","new jack swing","1989-01-01",5.15288333333333,0.756,0.715,-10.743,0.0571,0.0502,0.219,107.314
"POWERS",57,"pop","indie poptimism","2017-02-24",3.90593333333333,0.739,0.689,-3.726,0.0468,0.00563,0.102,102.018
"Philip",63,"rap","trap","2019-09-27",2.92381666666667,0.7,0.616,-8.505,0.155,0.27,0.174,140
"Godfather of Harlem",46,"r&b","urban contemporary","2019-10-04",3.1285,0.566,0.936,-3.169,0.334,0.166,0.0979,186.104
"Maluma",85,"latin","latin pop","2019-09-27",3.54518333333333,0.635,0.661,-6.425,0.364,0.102,0.336,126.15
"Qulinez",26,"edm","progressive electro house","2013-09-30",2.90845,0.621,0.626,-6.475,0.0919,0.000532,0.0649,127.96
"The Notorious B.I.G.",63,"rap","gangster rap","2007-03-05",4.16445,0.765,0.671,-5.249,0.278,0.344,0.0506,84.5
"Jax Jones",75,"pop","post-teen pop","2019-07-12",2.82445,0.567,0.765,-4.107,0.108,0.317,0.14,121.924
"Capital Cities",38,"edm","progressive electro house",NA,5.71721666666667,0.611,0.825,-4.964,0.0321,0.000337,0.215,126
"Jehro",26,"rock","album rock","2007-02-01",4.48155,0.795,0.505,-7.281,0.0288,0.502,0.288,109.889
"Tight Rhymes",41,"latin","latin pop","2019-11-12",2.64688333333333,0.683,0.794,-3.391,0.0777,0.783,0.1,149.59
"Pitbull",47,"latin","latin pop","2018-07-06",3.90243333333333,0.71,0.951,-4.694,0.131,0.00157,0.112,122.99
"KSHMR",53,"edm","pop edm","2019-06-19",3.45978333333333,0.341,0.897,-4.434,0.0643,0.00871,0.734,127.873
"Mustard",30,"r&b","neo soul","2016-03-14",3.77378333333333,0.784,0.786,-6.822,0.232,0.409,0.146,120.043
"Surfaces",81,"r&b","hip pop","2019-01-06",2.64285,0.878,0.525,-6.832,0.0578,0.183,0.0714,112.022
"GAWVI",0,"edm","progressive electro house","2016-09-09",3.51675,0.693,0.678,-7.741,0.139,0.489,0.0453,105.091
"Robin Thicke",38,"r&b","neo soul","2008-01-01",4.65488333333333,0.705,0.324,-10.853,0.0403,0.883,0.093,139.989
"Andrew Roman",47,"latin","tropical","2019-12-06",3.88571666666667,0.741,0.565,-6.621,0.0426,0.497,0.067,105.116
"Crooklyn Dodgers",53,"rap","southern hip hop","1994-01-16",4.55755,0.842,0.478,-9.742,0.221,0.0234,0.892,95.457
"CNCO",12,"latin","latin hip hop","2017-04-07",3.42533333333333,0.792,0.819,-5.418,0.0867,0.0309,0.389,89.98
"Tyga",52,"rap","gangster rap","2013-01-01",3.64066666666667,0.831,0.783,-6.719,0.0527,0.079,0.35,140.046
"Anderson .Paak",53,"r&b","urban contemporary","2016-01-15",3.43933333333333,0.655,0.855,-9.347,0.257,0.0114,0.476,120.014
"The Cranberries",42,"rock","album rock","1993-03-01",2.35978333333333,0.633,0.633,-9.331,0.03,0.0078,0.169,113.889
"Bad Bunny",79,"latin","latin hip hop","2018-12-23",3.93693333333333,0.826,0.449,-8.33,0.0674,0.556,0.273,128.028
"John Lennon",66,"rock","album rock","1971-09-09",4.29645,0.489,0.389,-11.653,0.0284,0.877,0.105,131.366
"Wings",51,"rock","album rock","1976-03-25",5.198,0.761,0.482,-11.849,0.0572,0.491,0.0864,88.054
"LemKuuja",0,"r&b","neo soul","2018-06-30",3.24446666666667,0.738,0.846,-6.393,0.26,0.0316,0.136,120.008
"Otsochodzi",54,"rap","trap","2019-02-01",3.71428333333333,0.805,0.568,-8.731,0.293,0.144,0.096,140.023
"Sigala",51,"edm","electro house","2018-05-18",3.13888333333333,0.629,0.884,-4.984,0.0431,0.00232,0.359,125.961
"The Fight Left Inside",21,"rock","hard rock","2019-10-31",4.04375,0.511,0.886,-3.733,0.07,0.00291,0.0715,150.066
"Kramder",26,"edm","electro house","2019-05-31",5.67741666666667,0.765,0.987,-3.013,0.195,0.0426,0.233,123.994
"Portrait",39,"r&b","new jack swing","2000-01-01",3.92,0.771,0.745,-10.217,0.0904,0.0256,0.107,106.709
"Rae Sremmurd",5,"rap","gangster rap","2018-03-01",5.53835,0.712,0.829,-4.707,0.141,0.0149,0.122,173.953
"The Rudeboyz",46,"latin","reggaeton","2019-04-12",3.58333333333333,0.844,0.675,-3.251,0.0737,0.302,0.184,96.031
"Manuellsen",28,"rap","gangster rap","2015-08-01",2.91845,0.506,0.899,-6.299,0.393,0.00962,0.379,81.161
"Alberto Dimeo",5,"edm","progressive electro house","2017-10-09",6.7988,0.811,0.961,-4.712,0.0498,0.00112,0.0491,123.005
"Cigarettes After Sex",3,"pop","indie poptimism","2012-07-21",4.77155,0.498,0.331,-14.084,0.0273,0.27,0.107,96.734
"Jessie J",51,"r&b","neo soul","2018-05-25",3.82955,0.504,0.494,-7.623,0.284,0.402,0.367,69.32
"Marvin Gaye",62,"rock","classic rock","1973-08-28",4.84933333333333,0.55,0.611,-10.657,0.0443,0.0392,0.0631,168.512
"Jawknee Music",20,"r&b","hip pop","2019-12-13",3.02363333333333,0.431,0.421,-9.038,0.0245,0.0563,0.141,145.731
"Damian Dame",8,"r&b","new jack swing",NA,5.05555,0.777,0.787,-10.401,0.0764,0.0434,0.19,104.976
"Sean Kingston",77,"pop","post-teen pop","2007-07-23",3.75621666666667,0.762,0.661,-6.075,0.0687,0.15,0.256,130.009
"A Boogie Wit da Hoodie",66,"r&b","urban contemporary","2018-12-14",3.21298333333333,0.736,0.622,-4.653,0.133,0.0235,0.151,191.971
"Swanky Tunes",53,"edm","big room","2019-02-18",4.0964,0.34,0.923,-3.864,0.131,0.00814,0.385,127.789
"South Circle",19,"rap","southern hip hop","1995-07-04",4.93845,0.8,0.707,-3.161,0.204,0.0425,0.288,91.229
"Jaycen A'mour",38,"latin","latin pop","2019-01-11",3.3125,0.677,0.934,-3.293,0.0812,0.00693,0.832,128
